チョコ	チョコ食べたい
永眠	慶応3年1月5日新暦2月9日江戸牛込馬場下横町に生まれる本名は夏目金之助帝国大学文科大学東京大学文学部を卒業後東京高等師範学校松山中学第五高等学校などの教師生活を経て1900年イギリスに留学する帰国後第一高等学校で教鞭をとりながら1905年処女作吾輩は猫であるを発表1906年坊っちゃん草枕を発表1907年教職を辞し朝日新聞社に入社そして虞美人草三四郎などを発表するが胃病に苦しむようになる1916年12月9日明暗の連載途中に胃潰瘍で永眠享年50歳であった
享年	慶応3年1月5日新暦2月9日江戸牛込馬場下横町に生まれる本名は夏目金之助帝国大学文科大学東京大学文学部を卒業後東京高等師範学校松山中学第五高等学校などの教師生活を経て1900年イギリスに留学する帰国後第一高等学校で教鞭をとりながら1905年処女作吾輩は猫であるを発表1906年坊っちゃん草枕を発表1907年教職を辞し朝日新聞社に入社そして虞美人草三四郎などを発表するが胃病に苦しむようになる1916年12月9日明暗の連載途中に胃潰瘍で永眠享年50歳であった
漱石	夏目漱石
神	神|うるせえなあそれじゃやっぱり神だろう神神なんでも神にして置けば間違いない腹がへったなあ|しかし牢屋にいれられる事だけが罪じゃないんだ罪のアントがわかれば罪の実体もつかめるような気がするんだけど神救い愛光しかし神にはサタンというアントがあるし救いのアントは苦悩だろうし愛には憎しみ光には闇というアントがあり善には悪罪と祈り罪と悔い罪と告白罪と嗚呼みんなシノニムだ罪の対語は何だ|神に問う信頼は罪なりや|この地獄からのがれるための最後の手段これが失敗したらあとはもう首をくくるばかりだという神の存在を賭けるほどの決意を以て自分は故郷の父あてに長い手紙を書いて自分の実情一さいを女の事はさすがに書けませんでしたが告白する事にしました|実に珍らしい事でしたすすめられてそれを拒否したのは自分のそれまでの生涯に於いてその時ただ一度といっても過言でないくらいなのです自分の不幸は拒否の能力の無い者の不幸でしたすすめられて拒否すると相手の心にも自分の心にも永遠に修繕し得ない白々しいひび割れが出来るような恐怖におびやかされているのでしたけれども自分はその時あれほど半狂乱になって求めていたモルヒネを実に自然に拒否しましたヨシ子の謂わば神の如き無智に撃たれたのでしょうか自分はあの瞬間すでに中毒でなくなっていたのではないでしょうか|神に問う無抵抗は罪なりや|神になりたい
同志	同志|同志諸君
諸君	諸君|同志諸君
子ども	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
ひとり	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた|自分は起き上ってひとりで焼酎を飲みそれからおいおい声を放って泣きましたいくらでもいくらでも泣けるのでした|自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした|ヨシ子は何か自分がヨシ子の身代りになって毒を飲んだとでも思い込んでいるらしく以前よりも尚いっそう自分に対しておろおろして自分が何を言っても笑わずそうしてろくに口もきけないような有様なので自分もアパートの部屋の中にいるのがうっとうしくつい外へ出て相変らず安い酒をあおる事になるのでしたしかしあのジアールの一件以来自分のからだがめっきり痩せ細って手足がだるく漫画の仕事も怠けがちになりヒラメがあの時見舞いとして置いて行ったお金ヒラメはそれを渋田の志ですと言っていかにもご自身から出たお金のようにして差出しましたがこれも故郷の兄たちからのお金のようでした自分もその頃にはヒラメの家から逃げ出したあの時とちがってヒラメのそんなもったい振った芝居をおぼろげながら見抜く事が出来るようになっていましたのでこちらもずるく全く気づかぬ振りをして神妙にそのお金のお礼をヒラメに向って申し上げたのでしたがしかしヒラメたちがなぜそんなややこしいカラクリをやらかすのかわかるようなわからないようなどうしても自分にはへんな気がしてなりませんでしたそのお金で思い切ってひとりで南伊豆の温泉に行ってみたりなどしましたがとてもそんな悠長な温泉めぐりなど出来る柄ではなくヨシ子を思えば侘びしさ限りなく宿の部屋から山を眺めるなどの落ちついた心境には甚だ遠くドテラにも着換えずお湯にもはいらず外へ飛び出しては薄汚い茶店みたいなところに飛び込んで焼酎をそれこそ浴びるほど飲んでからだ具合いを一そう悪くして帰京しただけの事でした|とまるではにかむように微笑して言いヒラメと堀木とヨシ子は自分ひとりを置いて帰ることになりましたがヨシ子は着換の衣類をいれてある風呂敷包を自分に手渡しそれから黙って帯の間から注射器と使い残りのあの薬品を差し出しましたやはり強精剤だとばかり思っていたのでしょうか|女のいないところへ行くというあのジアールを飲んだ時の自分の愚かなうわごとがまことに奇妙に実現せられたわけでしたその病棟には男の狂人ばかりで看護人も男でしたし女はひとりもいませんでした
身体	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
ひねり	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
ごつごつ	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
岩肌	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
服	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
坑道	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた
これ	子どもひとりが身体をひねりごつごつする岩肌に服をこすりつけながらなんとか通れる坑道があってこれを鉱山夫たちは狸穴と呼んでいた|これで今日のノルマはクリアだよ|これはダンジョンと呼ばれるモンスターが出現する場所の特徴らしい|罪罪のアントニムは何だろうこれはむずかしいぞ|まあそんなに軽く片づけるなよも少し二人で考えて見ようこれはでも面白いテーマじゃないかこのテーマに対する答一つでそのひとの全部がわかるような気がするのだ|罪と空腹空腹とそら豆いやこれはシノニムか|自分はぐらぐら目まいしながらこれもまた人間の姿だこれもまた人間の姿だおどろく事は無いなど劇しい呼吸と共に胸の中で呟きヨシ子を助ける事も忘れ階段に立ちつくしていました|同情はするがしかしお前もこれで少しは思い知ったろうもうおれは二度とここへは来ないよまるで地獄だでもヨシちゃんはゆるしてやれお前だってどうせろくな奴じゃないんだから失敬するぜ|自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした|ジアール自分はその頃もっぱら焼酎で催眠剤を用いてはいませんでしたがしかし不眠は自分の持病のようなものでしたからたいていの催眠剤にはお馴染みでしたジアールのこの箱一つはたしかに致死量以上の筈でしたまだ箱の封を切ってはいませんでしたがしかしいつかはやる気でこんなところにしかもレッテルを掻きはがしたりなどして隠していたのに違いありません可哀想にあの子にはレッテルの洋字が読めないので爪で半分掻きはがしてこれで大丈夫と思っていたのでしょうお前に罪は無い|それから自分はこれもまた実に思いがけない滑稽とも阿呆らしいとも形容に苦しむほどの失言をしました|ヨシ子は何か自分がヨシ子の身代りになって毒を飲んだとでも思い込んでいるらしく以前よりも尚いっそう自分に対しておろおろして自分が何を言っても笑わずそうしてろくに口もきけないような有様なので自分もアパートの部屋の中にいるのがうっとうしくつい外へ出て相変らず安い酒をあおる事になるのでしたしかしあのジアールの一件以来自分のからだがめっきり痩せ細って手足がだるく漫画の仕事も怠けがちになりヒラメがあの時見舞いとして置いて行ったお金ヒラメはそれを渋田の志ですと言っていかにもご自身から出たお金のようにして差出しましたがこれも故郷の兄たちからのお金のようでした自分もその頃にはヒラメの家から逃げ出したあの時とちがってヒラメのそんなもったい振った芝居をおぼろげながら見抜く事が出来るようになっていましたのでこちらもずるく全く気づかぬ振りをして神妙にそのお金のお礼をヒラメに向って申し上げたのでしたがしかしヒラメたちがなぜそんなややこしいカラクリをやらかすのかわかるようなわからないようなどうしても自分にはへんな気がしてなりませんでしたそのお金で思い切ってひとりで南伊豆の温泉に行ってみたりなどしましたがとてもそんな悠長な温泉めぐりなど出来る柄ではなくヨシ子を思えば侘びしさ限りなく宿の部屋から山を眺めるなどの落ちついた心境には甚だ遠くドテラにも着換えずお湯にもはいらず外へ飛び出しては薄汚い茶店みたいなところに飛び込んで焼酎をそれこそ浴びるほど飲んでからだ具合いを一そう悪くして帰京しただけの事でした|これは造血剤|これはヴィタミンの注射液注射器はこれ|これはカルシウムの錠剤胃腸をこわさないようにジアスターゼ|これは何これは何と五六種の薬品の説明を愛情こめてしてくれたのですがしかしこの不幸な奥さんの愛情もまた自分にとって深すぎました最後に奥さんがこれはどうしてもなんとしてもお酒を飲みたくてたまらなくなった時のお薬と言って素早く紙に包んだ小箱|それあ痛いさでも仕事の能率をあげるためにはいやでもこれをやらなければいけないんだ僕はこの頃とても元気だろうさあ仕事だ仕事仕事|この地獄からのがれるための最後の手段これが失敗したらあとはもう首をくくるばかりだという神の存在を賭けるほどの決意を以て自分は故郷の父あてに長い手紙を書いて自分の実情一さいを女の事はさすがに書けませんでしたが告白する事にしました|これはお前カルモチンじゃないヘノモチンという|と言いかけてうふふふと笑ってしまいました癈人はどうやらこれは喜劇名詞のようです眠ろうとして下剤を飲みしかもその下剤の名前はヘノモチン
